subjid,community,screen,touchscreen,household,children,younger_children,clickscaledx,clickscaledy,targetx,targety,targetwidth,targetheight,targetcenterx,targetcentery,clickdistfromtargetcenterx,clickdistfromtargetcentery,clickdistfromtargetbboxy,trialnr,agent,trialtype,targetposition,eyeradius,eyecenterleftx,eyecenterlefty,pupilfinalleftx,pupilfinallefty,eyecenterrightx,eyecenterrighty,pupilfinalrightx,pupilfinalrighty,targetcentralityx,centralitybias,agecentered
H0000001,hai||om,0,0,9,5,1,1348,212,1739.3611379547733,233.34295654296875,160.00592041015625,213.34295654296875,1819.3640981598514,126.67147827148438,-471.36409815985144,85.328521728515625,-0,18,male02,test,10,27.99,901.97,846.5,912.9291059095763,837.9009943794276,1022.21,845.94,1032.5522746043962,836.6082126038289,859.3640981598514,471.36409815985144,3.9069130732375084
H0000001,hai||om,0,0,9,5,1,1442.6666259765625,205.33331298828125,1211.2426360867935,233.34295654296875,160.00592041015625,213.34295654296875,1291.2455962918716,126.67147827148438,151.4210296846909,78.661834716796875,-0,19,male03,test,7,27.99,901.32,844.52,907.9690029643782,832.2792622943002,1021.56,843.97,1026.4622819256476,830.9311146211985,331.2455962918716,-151.4210296846909,3.9069130732375084
H0000002,hai||om,0,0,7,4,0,162.6666717529297,77.33331298828125,1360.592152715427,233.34295654296875,160.00592041015625,213.34295654296875,1440.595112920505,126.67147827148438,-1277.9284411675753,-49.338165283203125,-0,5,female02,test,8,27.99,900.32,827.9300000000001,908.8216269056638,816.8951805652755,1020.56,827.38,1027.7220356346174,815.4321907628002,480.595112920505,1277.9284411675753,3.550992470910336
H0000002,hai||om,0,0,7,4,0,177.3333282470703,105.33331298828125,1201.3883466585776,233.34295654296875,160.00592041015625,213.34295654296875,1281.3913068636557,126.67147827148438,-1104.0579786165854,-21.338165283203125,-0,6,male04,test,7,27.99,900.67,844.52,907.1968311764635,832.213685572282,1020.91,843.97,1025.6647648776936,830.8766004812333,321.3913068636557,1104.0579786165854,3.550992470910336
H0000002,hai||om,0,0,7,4,0,184,86.66668701171875,891.2890416657308,233.34295654296875,160.00592041015625,213.34295654296875,971.2920018708089,126.67147827148438,-787.2920018708089,-40.004791259765625,-0,7,male03,test,6,27.99,901.32,844.52,902.6714163351002,830.6557086769863,1021.56,843.97,1020.5861794429875,830.0740806881022,11.292001870808917,787.2920018708089,3.550992470910336
H0000002,hai||om,0,0,7,4,0,158.6666717529297,82.66668701171875,439.5093727068296,233.34295654296875,160.00592041015625,213.34295654296875,519.5123329119077,126.67147827148438,-360.84566115897803,-44.004791259765625,-0,8,female04,test,3,25.16,910.28,808.3399999999999,904.053417917111,797.4781366439731,1018.34,807.8399999999999,1010.9428394156921,797.7388903931192,440.4876670880923,-360.84566115897803,3.550992470910336
H0000002,hai||om,0,0,7,4,0,174.6666717529297,72,103.80215437701322,233.34295654296875,160.00592041015625,213.34295654296875,183.80511458209133,126.67147827148438,-9.138442829161647,-54.671478271484375,-0,9,male02,test,1,27.99,901.97,846.5,892.1314047332816,836.6386135266055,1022.21,845.94,1011.6375179382367,836.8698554006216,776.1948854179086,-9.138442829161647,3.550992470910336
H0000002,hai||om,0,0,7,4,0,158.6666717529297,88,1459.5980650241545,233.34295654296875,160.00592041015625,213.34295654296875,1539.6010252292326,126.67147827148438,-1380.934353476303,-38.671478271484375,-0,10,female03,test,9,25.57,907.52,809.11,916.1702899421977,799.7705469155865,1017.35,808.6,1025.0900975010957,798.4933788695962,579.6010252292326,1380.934353476303,3.550992470910336
H0000002,hai||om,0,0,7,4,0,165.3333282470703,84,177.6627700944236,233.34295654296875,160.00592041015625,213.34295654296875,257.6657302995017,126.67147827148438,-92.3324020524314,-42.671478271484375,-0,11,female01,test,2,27.99,900.23,827.56,890.81649421256,817.2920494357444,1020.47,827.01,1010.2088251540678,817.5891088117277,702.3342697004982,-92.3324020524314,3.550992470910336
H0000002,hai||om,0,0,7,4,0,186.6666717529297,88,1684.2495628151537,233.34295654296875,160.00592041015625,213.34295654296875,1764.2525230202318,126.67147827148438,-1577.5858512673021,-38.671478271484375,-0,12,male01,test,10,27.99,900.32,847.6800000000001,911.014837217904,838.7544548131482,1020.56,847.13,1030.5650433416856,837.4375282960933,804.2525230202318,1577.5858512673021,3.550992470910336
H0000002,hai||om,0,0,7,4,0,174.6666717529297,98.66668701171875,801.6319378515159,233.34295654296875,160.00592041015625,213.34295654296875,881.634898056594,126.67147827148438,-706.9682263036643,-28.004791259765625,-0,13,male03,test,5,27.99,901.32,844.52,900.93815004482,830.5952346299164,1021.56,843.97,1018.8929141026753,830.2977085747789,78.36510194340599,-706.9682263036643,3.550992470910336
H0000002,hai||om,0,0,7,4,0,177.3333282470703,76,177.6627700944236,233.34295654296875,160.00592041015625,213.34295654296875,257.6657302995017,126.67147827148438,-80.3324020524314,-50.671478271484375,-0,14,female04,test,2,25.16,910.28,808.3399999999999,901.6218507168103,799.2963917051869,1018.34,807.8399999999999,1009.0130234826484,799.4878799670421,702.3342697004982,-80.3324020524314,3.550992470910336
H0000002,hai||om,0,0,7,4,0,154.6666717529297,81.33331298828125,103.80215437701322,233.34295654296875,160.00592041015625,213.34295654296875,183.80511458209133,126.67147827148438,-29.138442829161647,-45.338165283203125,-0,15,female01,test,1,27.99,900.23,827.56,890.2726266664298,817.8185618979526,1020.47,827.01,1009.78827950064,818.0687614295509,776.1948854179086,-29.138442829161647,3.550992470910336
H0000002,hai||om,0,0,7,4,0,189.3333282470703,85.33331298828125,1201.3883466585776,233.34295654296875,160.00592041015625,213.34295654296875,1281.3913068636557,126.67147827148438,-1092.0579786165854,-41.338165283203125,-0,16,female02,test,7,27.99,900.32,827.9300000000001,906.971121138362,815.6904130950907,1020.56,827.38,1025.4195388902504,814.3251242145193,321.3913068636557,1092.0579786165854,3.550992470910336
H0000002,hai||om,0,0,7,4,0,216,45.3333740234375,1684.2495628151537,233.34295654296875,160.00592041015625,213.34295654296875,1764.2525230202318,126.67147827148438,-1548.2525230202318,-81.338104248046875,-0,17,male02,test,10,27.99,901.97,846.5,912.6636350706328,837.5730145639086,1022.21,845.94,1032.2122914818713,836.2446884984688,804.2525230202318,1548.2525230202318,3.550992470910336
H0000002,hai||om,0,0,7,4,0,196,72,1360.592152715427,233.34295654296875,160.00592041015625,213.34295654296875,1440.595112920505,126.67147827148438,-1244.595112920505,-54.671478271484375,-0,18,female03,test,8,25.57,907.52,809.11,915.3564185009316,799.0778793329464,1017.35,808.6,1024.063090314819,797.7839323955186,480.595112920505,1244.595112920505,3.550992470910336
H0000002,hai||om,0,0,7,4,0,168,76,661.7432692668682,233.34295654296875,160.00592041015625,213.34295654296875,741.7462294719463,126.67147827148438,-573.7462294719463,-50.671478271484375,-0,19,male04,test,4,27.99,900.67,844.52,897.6589587014439,830.9193187560918,1020.91,843.97,1015.8577541720402,830.9884857549755,218.25377052805368,-573.7462294719463,3.550992470910336
H0000003,hai||om,0,1,12,8,2,1101.3333740234375,105.33331298828125,137.68565758959957,233.34295654296875,160.00592041015625,213.34295654296875,217.6886177946777,126.67147827148438,883.6447562287598,-21.338165283203125,-0,5,female01,test,1,27.99,900.23,827.56,890.5114884804668,817.5802488084771,1020.47,827.01,1009.9730412850557,817.8525572490555,742.3113822053223,883.6447562287598,2.2778918548939084
H0000003,hai||om,0,1,12,8,2,917.33331298828125,61.33331298828125,619.3108060941573,233.34295654296875,160.00592041015625,213.34295654296875,699.3137662992355,126.67147827148438,218.0195466890458,-65.338165283203125,-0,6,female03,test,4,25.57,907.52,809.11,903.8052255206003,796.9340667475894,1017.35,808.6,1011.9694060949458,797.0630112581848,260.68623370076455,218.0195466890458,2.2778918548939084
H0000003,hai||om,0,1,12,8,2,1093.3333740234375,48,246.460996287076,233.34295654296875,160.00592041015625,213.34295654296875,326.4639564921541,126.67147827148438,766.8694175312834,-78.671478271484375,-0,7,male01,test,2,27.99,900.32,847.6800000000001,891.6452238443228,836.7807725664127,1020.56,847.13,1010.8952511825823,837.0981741294995,633.5360435078459,766.8694175312834,2.2778918548939084
H0000003,hai||om,0,1,12,8,2,1052,105.33331298828125,904.2219363045891,233.34295654296875,160.00592041015625,213.34295654296875,984.2248965096672,126.67147827148438,67.77510349033275,-21.338165283203125,-0,8,male03,test,6,27.99,901.32,844.52,902.9181638270055,830.6819809083045,1021.56,843.97,1020.8359291751858,830.058831054117,24.224896509667246,-67.77510349033275,2.2778918548939084
H0000003,hai||om,0,1,12,8,2,1040,92,1081.091240823272,233.34295654296875,160.00592041015625,213.34295654296875,1161.0942010283502,126.67147827148438,-121.0942010283502,-34.671478271484375,-0,9,male04,test,7,27.99,900.67,844.52,905.4206253623494,831.425097989425,1020.91,843.97,1023.581843009435,830.2986374149186,201.0942010283502,121.0942010283502,2.2778918548939084
H0000003,hai||om,0,1,12,8,2,945.33331298828125,40,1395.5481506767514,233.34295654296875,160.00592041015625,213.34295654296875,1475.5511108818296,126.67147827148438,-530.2177978935483,-86.671478271484375,-0,10,female02,test,8,27.99,900.32,827.9300000000001,909.154557157966,817.1598793032531,1020.56,827.38,1028.1461846678749,815.6969052822071,515.5511108818296,530.2177978935483,2.2778918548939084
H0000003,hai||om,0,1,12,8,2,925.33331298828125,96,1753.255817557176,233.34295654296875,160.00592041015625,213.34295654296875,1833.258777762254,126.67147827148438,-907.9254647739729,-30.671478271484375,-0,11,male02,test,10,27.99,901.97,846.5,912.9914760590931,837.981081906789,1022.21,845.94,1032.6320207183517,836.6973605422407,873.2587777622541,907.9254647739729,2.2778918548939084
H0000003,hai||om,0,1,12,8,2,997.33331298828125,126.66668701171875,832.3006158803612,233.34295654296875,160.00592041015625,213.34295654296875,912.3035760854393,126.67147827148438,85.02973690284193,-0.004791259765625,-0,12,female04,test,5,25.16,910.28,808.3399999999999,910.3171662474523,795.820055165037,1018.34,807.8399999999999,1016.4142250979465,795.4689939363607,47.69642391456068,85.02973690284193,2.2778918548939084
H0000003,hai||om,0,1,12,8,2,976,84,417.3468042639294,233.34295654296875,160.00592041015625,213.34295654296875,497.34976446900754,126.67147827148438,478.65023553099246,-42.671478271484375,-0,13,female01,test,3,27.99,900.23,827.56,893.2879893491823,815.4830223928398,1020.47,827.01,1012.1337765988324,815.8497007474843,462.65023553099246,478.65023553099246,2.2778918548939084
H0000003,hai||om,0,1,12,8,2,892,76,1395.5481506767514,233.34295654296875,160.00592041015625,213.34295654296875,1475.5511108818296,126.67147827148438,-583.5511108818296,-50.671478271484375,-0,14,male02,test,8,27.99,901.97,846.5,910.6509291537778,835.6056726216334,1022.21,845.94,1029.6375829619456,834.1554375837161,515.5511108818296,583.5511108818296,2.2778918548939084
H0000003,hai||om,0,1,12,8,2,950.66668701171875,116,619.3108060941573,233.34295654296875,160.00592041015625,213.34295654296875,699.3137662992355,126.67147827148438,251.3529207124833,-10.671478271484375,-0,15,female03,test,4,25.57,907.52,809.11,903.8052255206003,796.9340667475894,1017.35,808.6,1011.9694060949458,797.0630112581848,260.68623370076455,251.3529207124833,2.2778918548939084
H0000003,hai||om,0,1,12,8,2,954.66668701171875,104,1436.0736922790277,233.34295654296875,160.00592041015625,213.34295654296875,1516.0766524841058,126.67147827148438,-561.4099654723871,-22.671478271484375,-0,16,male03,test,9,27.99,901.32,844.52,910.380917122515,833.9396086604038,1021.56,843.97,1029.4666565009493,832.5013608925874,556.0766524841058,561.4099654723871,2.2778918548939084
H0000003,hai||om,0,1,12,8,2,1040,57.33331298828125,246.460996287076,233.34295654296875,160.00592041015625,213.34295654296875,326.4639564921541,126.67147827148438,713.5360435078459,-69.338165283203125,-0,17,female04,test,2,25.16,910.28,808.3399999999999,902.1358823664953,798.8308597669607,1018.34,807.8399999999999,1009.4182555137454,799.0563290520512,633.5360435078459,713.5360435078459,2.2778918548939084
H0000003,hai||om,0,1,12,8,2,994.66668701171875,68,417.3468042639294,233.34295654296875,160.00592041015625,213.34295654296875,497.34976446900754,126.67147827148438,497.3169225427112,-58.671478271484375,-0,18,male04,test,3,27.99,900.67,844.52,893.8466963123363,832.3755598405683,1020.91,843.97,1012.6974043936405,832.7184146269794,462.65023553099246,497.3169225427112,2.2778918548939084
H0000003,hai||om,0,1,12,8,2,993.33331298828125,120,832.3006158803612,233.34295654296875,160.00592041015625,213.34295654296875,912.3035760854393,126.67147827148438,81.02973690284193,-6.671478271484375,-0,19,female02,test,5,27.99,900.32,827.9300000000001,900.5580104357889,814.0020334925648,1020.56,827.38,1018.4331090837716,813.6133288326209,47.69642391456068,81.02973690284193,2.2778918548939084
H0000004,hai||om,0,1,12,8,1,1204,149.33331298828125,1009.592920086788,233.34295654296875,160.00592041015625,213.34295654296875,1089.5958802918663,126.67147827148438,114.40411970813375,22.661834716796875,-0,5,female03,test,6,25.57,907.52,809.11,910.8015981890335,796.8102433631457,1017.35,808.6,1018.6911549192598,795.9408450723422,129.59588029186625,-114.40411970813375,2.179329226557153
H0000004,hai||om,0,1,12,8,1,1024,136,613.078601764787,233.34295654296875,160.00592041015625,213.34295654296875,693.0815619698651,126.67147827148438,330.9184380301349,9.328521728515625,-0,6,male04,test,4,27.99,900.67,844.52,896.8002600338758,831.1382956020279,1020.91,843.97,1015.1196274147047,831.3004899335551,266.9184380301349,330.9184380301349,2.179329226557153
H0000004,hai||om,0,1,12,8,1,717.33331298828125,93.33331298828125,1568.030130765087,233.34295654296875,160.00592041015625,213.34295654296875,1648.0330909701652,126.67147827148438,-930.6997779818839,-33.338165283203125,-0,7,male03,test,9,27.99,901.32,844.52,911.3621777017124,834.8660077166408,1021.56,843.97,1030.7233297901655,833.4781799883572,688.0330909701652,930.6997779818839,2.179329226557153
