subjid,community,age_group,ageinyears,sex,screen,touchscreen,household,children,younger_children,trialnr,targetposition,targetcenterx,targetcentralityx,clickdistfromtargetcenterx,continent,older_children,click
niger051,Akure (Nigeria),4,-0.6522314035777854,f,1,1,5,3,2,1,8,1453.162732384014,0.20291136858892136,-410.4961064074514,Africa,0,410.4961064074514
niger051,Akure (Nigeria),4,-0.6522314035777854,f,1,1,5,3,2,2,6,1046.9526584220655,-1.398863544647843,-37.61934543378425,Africa,0,37.61934543378425
niger051,Akure (Nigeria),4,-0.6522314035777854,f,1,1,5,3,2,3,10,1762.0356352083495,1.4208645874669514,-760.7023222200683,Africa,0,760.7023222200683
niger051,Akure (Nigeria),4,-0.6522314035777854,f,1,1,5,3,2,4,5,955.7435011474691,-1.724952537290387,24.256498852530857,Africa,0,24.256498852530857
niger051,Akure (Nigeria),4,-0.6522314035777854,f,1,1,5,3,2,5,9,1621.0238133820228,0.8648242203036773,-623.6905003937416,Africa,0,623.6905003937416
niger051,Akure (Nigeria),4,-0.6522314035777854,f,1,1,5,3,2,6,1,223.1642058687648,1.163767394465951,796.8357941312352,Africa,0,796.8357941312352
niger051,Akure (Nigeria),4,-0.6522314035777854,f,1,1,5,3,2,7,3,471.111386495176,0.18605758569253908,559.5552394813865,Africa,0,559.5552394813865
niger051,Akure (Nigeria),4,-0.6522314035777854,f,1,1,5,3,2,8,2,290.801688725568,0.897058048294842,673.198311274432,Africa,0,673.198311274432
niger051,Akure (Nigeria),4,-0.6522314035777854,f,1,1,5,3,2,9,7,1227.430537203476,-0.6871999076368885,-220.76385019175723,Africa,0,220.76385019175723
niger051,Akure (Nigeria),4,-0.6522314035777854,f,1,1,5,3,2,10,3,471.111386495176,0.18605758569253908,487.55530051654273,Africa,0,487.55530051654273
niger051,Akure (Nigeria),4,-0.6522314035777854,f,1,1,5,3,2,11,1,223.1642058687648,1.163767394465951,736.8357941312352,Africa,0,736.8357941312352
niger051,Akure (Nigeria),4,-0.6522314035777854,f,1,1,5,3,2,12,2,290.801688725568,0.897058048294842,710.5316242627132,Africa,0,710.5316242627132
niger051,Akure (Nigeria),4,-0.6522314035777854,f,1,1,5,3,2,13,10,1762.0356352083495,1.4208645874669514,-762.0356352083495,Africa,0,762.0356352083495
niger051,Akure (Nigeria),4,-0.6522314035777854,f,1,1,5,3,2,14,9,1621.0238133820228,0.8648242203036773,-605.0238133820228,Africa,0,605.0238133820228
niger051,Akure (Nigeria),4,-0.6522314035777854,f,1,1,5,3,2,15,5,955.7435011474691,-1.724952537290387,38.9231858642496,Africa,0,38.9231858642496
niger052,Akure (Nigeria),4,-0.5968559726463424,f,1,1,3,1,0,1,6,1034.856875965127,-1.446559852881962,101.14312403487293,Africa,0,101.14312403487293
niger052,Akure (Nigeria),4,-0.5968559726463424,f,1,1,3,1,0,2,5,927.45434006769,-1.6134022054826418,537.8790339557474,Africa,0,537.8790339557474
niger052,Akure (Nigeria),4,-0.5968559726463424,f,1,1,3,1,0,3,10,1776.1061936861854,1.4763478682364473,-748.1061936861854,Africa,0,748.1061936861854
niger052,Akure (Nigeria),4,-0.5968559726463424,f,1,1,3,1,0,4,1,88.42480753224974,1.6950742278367612,1287.5751924677502,Africa,0,1287.5751924677502
niger052,Akure (Nigeria),4,-0.5968559726463424,f,1,1,3,1,0,5,4,782.0052570626312,-1.0398647497556845,104.6614299490875,Africa,0,104.6614299490875
niger052,Akure (Nigeria),4,-0.5968559726463424,f,1,1,3,1,0,6,8,1434.3041316216036,0.12854779285247558,-580.9708186333223,Africa,0,580.9708186333223
niger052,Akure (Nigeria),4,-0.5968559726463424,f,1,1,3,1,0,7,3,589.1231773685251,-0.27928864327563063,805.5434486080374,Africa,0,805.5434486080374
niger052,Akure (Nigeria),4,-0.5968559726463424,f,1,1,3,1,0,8,2,425.1672089218296,0.36722549797128584,982.8327910781704,Africa,0,982.8327910781704
niger052,Akure (Nigeria),4,-0.5968559726463424,f,1,1,3,1,0,9,7,1242.0507968862555,-0.629549035130272,169.94920311374426,Africa,0,169.94920311374426
niger052,Akure (Nigeria),4,-0.5968559726463424,f,1,1,3,1,0,10,2,425.1672089218296,0.36722549797128584,986.8327910781704,Africa,0,986.8327910781704
niger052,Akure (Nigeria),4,-0.5968559726463424,f,1,1,3,1,0,11,10,1776.1061936861854,1.4763478682364473,41.22718033725209,Africa,0,41.22718033725209
niger052,Akure (Nigeria),4,-0.5968559726463424,f,1,1,3,1,0,12,6,1034.856875965127,-1.446559852881962,-308.1901889534083,Africa,0,308.1901889534083
niger052,Akure (Nigeria),4,-0.5968559726463424,f,1,1,3,1,0,13,8,1434.3041316216036,0.12854779285247558,-28.97075759816607,Africa,0,28.97075759816607
niger052,Akure (Nigeria),4,-0.5968559726463424,f,1,1,3,1,0,14,7,1242.0507968862555,-0.629549035130272,131.28257713718176,Africa,0,131.28257713718176
niger052,Akure (Nigeria),4,-0.5968559726463424,f,1,1,3,1,0,15,1,88.42480753224974,1.6950742278367612,1316.9085664911877,Africa,0,1316.9085664911877
niger053,Akure (Nigeria),4,-0.6237046664312842,m,1,1,5,3,1,1,1,198.44691077770256,1.261233079680943,324.2197762340162,Africa,1,324.2197762340162
niger053,Akure (Nigeria),4,-0.6237046664312842,m,1,1,5,3,1,2,10,1683.665814419906,1.1118352921827852,-223.66581441990593,Africa,1,223.66581441990593
niger053,Akure (Nigeria),4,-0.6237046664312842,m,1,1,5,3,1,3,4,701.855177143264,-0.723815504456095,307.4781358450173,Africa,1,307.4781358450173
niger053,Akure (Nigeria),4,-0.6237046664312842,m,1,1,5,3,1,4,6,1134.6721520968408,-1.052966450073945,-138.67215209684082,Africa,1,138.67215209684082
niger053,Akure (Nigeria),4,-0.6237046664312842,m,1,1,5,3,1,5,8,1344.6818519484168,-0.22485240189761133,-119.3484779249793,Africa,1,119.3484779249793
niger053,Akure (Nigeria),4,-0.6237046664312842,m,1,1,5,3,1,6,3,557.1253146098985,-0.15311409190603012,257.54137240182024,Africa,1,257.54137240182024
niger053,Akure (Nigeria),4,-0.6237046664312842,m,1,1,5,3,1,7,9,1663.8791731260726,1.0338122502317237,-421.2125471495101,Africa,1,421.2125471495101
niger053,Akure (Nigeria),4,-0.6237046664312842,m,1,1,5,3,1,8,5,796.6363032142649,-1.0975581556614462,147.3636967857351,Africa,1,147.3636967857351
niger053,Akure (Nigeria),4,-0.6237046664312842,m,1,1,5,3,1,9,2,343.6102168863775,0.68882250458239,361.72309610190376,Africa,1,361.72309610190376
niger053,Akure (Nigeria),4,-0.6237046664312842,m,1,1,5,3,1,10,8,1344.6818519484168,-0.22485240189761133,-22.015225971854303,Africa,1,22.015225971854303
niger053,Akure (Nigeria),4,-0.6237046664312842,m,1,1,5,3,1,11,6,1134.6721520968408,-1.052966450073945,245.3278479031592,Africa,1,245.3278479031592
niger053,Akure (Nigeria),4,-0.6237046664312842,m,1,1,5,3,1,12,2,343.6102168863775,0.68882250458239,379.05647012534126,Africa,1,379.05647012534126
niger053,Akure (Nigeria),4,-0.6237046664312842,m,1,1,5,3,1,13,4,701.855177143264,-0.723815504456095,43.47813584501728,Africa,1,43.47813584501728
niger053,Akure (Nigeria),4,-0.6237046664312842,m,1,1,5,3,1,14,3,557.1253146098985,-0.15311409190603012,202.8746853901015,Africa,1,202.8746853901015
niger053,Akure (Nigeria),4,-0.6237046664312842,m,1,1,5,3,1,15,1,198.44691077770256,1.261233079680943,528.2197762340162,Africa,1,528.2197762340162
niger054,Akure (Nigeria),3,-0.9240744281503245,f,1,1,3,2,0,1,7,1166.2820469732471,-0.9283217406770484,-170.28204697324713,Africa,1,170.28204697324713
niger054,Akure (Nigeria),3,-0.9240744281503245,f,1,1,3,2,0,2,1,184.01655193784677,1.318135131747851,869.3168220855907,Africa,1,869.3168220855907
niger054,Akure (Nigeria),3,-0.9240744281503245,f,1,1,3,2,0,3,4,653.6214993286259,-0.5336195934017837,-430.9548275756962,Africa,1,430.9548275756962
niger054,Akure (Nigeria),3,-0.9240744281503245,f,1,1,3,2,0,4,9,1602.911483767832,0.7934033544612323,78.42189025560538,Africa,1,78.42189025560538
niger054,Akure (Nigeria),3,-0.9240744281503245,f,1,1,3,2,0,5,2,419.5544862617161,0.38935768751606675,-291.5544862617161,Africa,1,291.5544862617161
niger054,Akure (Nigeria),3,-0.9240744281503245,f,1,1,3,2,0,6,6,1126.9897627042055,-1.0832597869250449,-6.989762704205532,Africa,1,6.989762704205532
niger054,Akure (Nigeria),3,-0.9240744281503245,f,1,1,3,2,0,7,3,436.4106631964247,0.32289010564702214,-328.4106631964247,Africa,1,328.4106631964247
niger054,Akure (Nigeria),3,-0.9240744281503245,f,1,1,3,2,0,8,10,1793.2034405469888,1.5437660413997651,-862.53675353527,Africa,1,862.53675353527
niger054,Akure (Nigeria),3,-0.9240744281503245,f,1,1,3,2,0,9,5,848.2288612640672,-1.3009988640315344,21.104451724214073,Africa,1,21.104451724214073
niger054,Akure (Nigeria),3,-0.9240744281503245,f,1,1,3,2,0,10,2,419.5544862617161,0.38935768751606675,325.77882672656517,Africa,1,325.77882672656517
niger054,Akure (Nigeria),3,-0.9240744281503245,f,1,1,3,2,0,11,8,1388.0012297411502,-0.05403464760448179,-1064.0012297411502,Africa,1,1064.0012297411502
niger054,Akure (Nigeria),3,-0.9240744281503245,f,1,1,3,2,0,12,1,184.01655193784677,1.318135131747851,-42.68322369077646,Africa,1,42.68322369077646
niger054,Akure (Nigeria),3,-0.9240744281503245,f,1,1,3,2,0,13,10,1793.2034405469888,1.5437660413997651,-1486.536784052848,Africa,1,1486.536784052848
niger054,Akure (Nigeria),3,-0.9240744281503245,f,1,1,3,2,0,14,3,436.4106631964247,0.32289010564702214,-333.74399907288955,Africa,1,333.74399907288955
niger054,Akure (Nigeria),3,-0.9240744281503245,f,1,1,3,2,0,15,6,1126.9897627042055,-1.0832597869250449,-973.6564344571352,Africa,1,973.6564344571352
niger055,Akure (Nigeria),6,0.6667106786074974,f,1,1,3,2,1,1,4,656.7210538275496,-0.5458418127824167,329.9456331841692,Africa,0,329.9456331841692
niger055,Akure (Nigeria),6,0.6667106786074974,f,1,1,3,2,1,2,6,1084.2563594340872,-1.2517669158785167,-12.256359434087244,Africa,0,12.256359434087244
niger055,Akure (Nigeria),6,0.6667106786074974,f,1,1,3,2,1,3,8,1398.2864115359366,-0.013477932660697087,-334.2864115359366,Africa,0,334.2864115359366
niger055,Akure (Nigeria),6,0.6667106786074974,f,1,1,3,2,1,4,9,1577.7624624516595,0.6942352785841299,-52.42908842822203,Africa,0,52.42908842822203
niger055,Akure (Nigeria),6,0.6667106786074974,f,1,1,3,2,1,5,10,1684.9227527322523,1.1167916740779116,43.07724726774745,Africa,0,43.07724726774745
niger055,Akure (Nigeria),6,0.6667106786074974,f,1,1,3,2,1,6,1,81.83887178209991,1.7210440088465924,75.4944564649704,Africa,0,75.4944564649704
niger055,Akure (Nigeria),6,0.6667106786074974,f,1,1,3,2,1,7,3,446.6151215344777,0.28265170089836467,-286.6151215344777,Africa,0,286.6151215344777
niger055,Akure (Nigeria),6,0.6667106786074974,f,1,1,3,2,1,8,7,1224.915605055933,-0.6971168335839404,-124.91560505593291,Africa,0,124.91560505593291
niger055,Akure (Nigeria),6,0.6667106786074974,f,1,1,3,2,1,9,5,915.564711648926,-1.5665188075818128,92.43528835107406,Africa,0,92.43528835107406
niger055,Akure (Nigeria),6,0.6667106786074974,f,1,1,3,2,1,10,9,1577.7624624516595,0.6942352785841299,116.90416352490296,Africa,0,116.90416352490296
niger055,Akure (Nigeria),6,0.6667106786074974,f,1,1,3,2,1,11,10,1684.9227527322523,1.1167916740779116,-6.2561267556900475,Africa,0,6.2561267556900475
niger055,Akure (Nigeria),6,0.6667106786074974,f,1,1,3,2,1,12,1,81.83887178209991,1.7210440088465924,-1.8388717820999148,Africa,0,1.8388717820999148
niger055,Akure (Nigeria),6,0.6667106786074974,f,1,1,3,2,1,13,4,656.7210538275496,-0.5458418127824167,321.9456331841692,Africa,0,321.9456331841692
niger055,Akure (Nigeria),6,0.6667106786074974,f,1,1,3,2,1,14,8,1398.2864115359366,-0.013477932660697087,383.0469624875009,Africa,0,383.0469624875009
niger055,Akure (Nigeria),6,0.6667106786074974,f,1,1,3,2,1,15,2,345.9427671078463,0.679624750346084,43.39057639801308,Africa,0,43.39057639801308
niger056,Akure (Nigeria),6,0.8630417519098866,f,1,1,5,3,0,1,5,878.9579431844011,-1.4221703358434301,3.708743827317676,Africa,2,3.708743827317676
niger056,Akure (Nigeria),6,0.8630417519098866,f,1,1,5,3,0,2,2,414.00557265580227,0.41123826404382513,555.3277403324789,Africa,2,555.3277403324789
niger056,Akure (Nigeria),6,0.8630417519098866,f,1,1,5,3,0,3,8,1336.3966235877426,-0.2575228642746937,-565.7299365760239,Africa,2,565.7299365760239
niger056,Akure (Nigeria),6,0.8630417519098866,f,1,1,5,3,0,4,9,1574.3490847289663,0.6807755857895011,-1490.3490847289663,Africa,2,1490.3490847289663
niger056,Akure (Nigeria),6,0.8630417519098866,f,1,1,5,3,0,5,10,1777.7487480037755,1.4828248181404307,-1660.415412127311,Africa,2,1660.415412127311
niger056,Akure (Nigeria),6,0.8630417519098866,f,1,1,5,3,0,6,7,1302.5127447446416,-0.3911343883924271,-1242.5127447446416,Africa,2,1242.5127447446416
niger056,Akure (Nigeria),6,0.8630417519098866,f,1,1,5,3,0,7,3,520.4273699395615,-0.00840609250323075,454.2393170721573,Africa,2,454.2393170721573
niger056,Akure (Nigeria),6,0.8630417519098866,f,1,1,5,3,0,8,6,1019.1706569192004,-1.5084140356358238,-72.50396990748163,Africa,2,72.50396990748163
niger056,Akure (Nigeria),6,0.8630417519098866,f,1,1,5,3,0,9,1,153.27288407970997,1.4393641190935957,816.0604289085713,Africa,2,816.0604289085713
niger056,Akure (Nigeria),6,0.8630417519098866,f,1,1,5,3,0,10,4,652.4624061871343,-0.5290490363546931,346.20428082458443,Africa,2,346.20428082458443
niger056,Akure (Nigeria),6,0.8630417519098866,f,1,1,5,3,0,11,1,153.27288407970997,1.4393641190935957,654.7271159202901,Africa,2,654.7271159202901
niger056,Akure (Nigeria),6,0.8630417519098866,f,1,1,5,3,0,12,10,1777.7487480037755,1.4828248181404307,-833.7487480037757,Africa,2,833.7487480037757
niger056,Akure (Nigeria),6,0.8630417519098866,f,1,1,5,3,0,13,2,414.00557265580227,0.41123826404382513,572.6611143559164,Africa,2,572.6611143559164
niger056,Akure (Nigeria),6,0.8630417519098866,f,1,1,5,3,0,14,3,520.4273699395615,-0.00840609250323075,422.2393170721573,Africa,2,422.2393170721573
niger056,Akure (Nigeria),6,0.8630417519098866,f,1,1,5,3,0,15,5,878.9579431844011,-1.4221703358434301,210.37543083903643,Africa,2,210.37543083903643
niger057,Akure (Nigeria),3,-0.962669425466179,m,1,1,4,2,0,1,6,1109.576571994605,-1.151923795589336,-965.576571994605,Africa,1,965.576571994605
niger057,Akure (Nigeria),3,-0.962669425466179,m,1,1,4,2,0,2,3,471.7414094148163,0.18357326791676054,-325.0747376618866,Africa,1,325.0747376618866
niger057,Akure (Nigeria),3,-0.962669425466179,m,1,1,4,2,0,3,1,142.3223065802041,1.4825446344192852,-18.3223065802041,Africa,1,18.3223065802041
niger057,Akure (Nigeria),3,-0.962669425466179,m,1,1,4,2,0,4,4,636.7754002944347,-0.46719175089239967,-459.4420720473644,Africa,1,459.4420720473644
niger057,Akure (Nigeria),3,-0.962669425466179,m,1,1,4,2,0,5,9,1628.7567342416503,0.8953168137496912,-1566.090066303418,Africa,1,1566.090066303418
niger057,Akure (Nigeria),3,-0.962669425466179,m,1,1,4,2,0,6,8,1317.1519934383737,-0.33340863807425397,568.1813805850638,Africa,1,568.1813805850638
niger057,Akure (Nigeria),3,-0.962669425466179,m,1,1,4,2,0,7,2,267.30861288416224,0.9896963700146957,1499.3580130924,Africa,1,1499.3580130924
niger057,Akure (Nigeria),3,-0.962669425466179,m,1,1,4,2,0,8,5,930.431531161213,-1.6251419192691683,886.9018428622245,Africa,1,886.9018428622245
niger057,Akure (Nigeria),3,-0.962669425466179,m,1,1,4,2,0,9,10,1792.6920552869196,1.541749537789728,53.97457068964286,Africa,1,53.97457068964286
niger057,Akure (Nigeria),3,-0.962669425466179,m,1,1,4,2,0,10,5,930.431531161213,-1.6251419192691683,962.9018428622244,Africa,1,962.9018428622244
niger057,Akure (Nigeria),3,-0.962669425466179,m,1,1,4,2,0,11,10,1792.6920552869196,1.541749537789728,-63.35868126348214,Africa,1,63.35868126348214
niger057,Akure (Nigeria),3,-0.962669425466179,m,1,1,4,2,0,12,7,1265.6816320933096,-0.5363674981873041,-1176.3482962168448,Africa,1,1176.3482962168448
niger057,Akure (Nigeria),3,-0.962669425466179,m,1,1,4,2,0,13,9,1628.7567342416503,0.8953168137496912,247.24326575834948,Africa,1,247.24326575834948
niger057,Akure (Nigeria),3,-0.962669425466179,m,1,1,4,2,0,14,6,1109.576571994605,-1.151923795589336,-388.2432590063238,Africa,1,388.2432590063238
niger057,Akure (Nigeria),3,-0.962669425466179,m,1,1,4,2,0,15,1,142.3223065802041,1.4825446344192852,13.6776934197959,Africa,1,13.6776934197959
niger058,Akure (Nigeria),5,0.022342027768885792,m,1,1,4,2,1,1,2,429.0437695297129,0.35193937404337206,441.62291748200585,Africa,0,441.62291748200585
niger058,Akure (Nigeria),5,0.022342027768885792,m,1,1,4,2,1,2,3,517.978994067943,0.001248387532387701,-31.312337573802324,Africa,0,31.312337573802324
niger058,Akure (Nigeria),5,0.022342027768885792,m,1,1,4,2,1,3,1,135.9649088875626,1.5076132400257929,318.701747606578,Africa,0,318.701747606578
niger058,Akure (Nigeria),5,0.022342027768885792,m,1,1,4,2,1,4,7,1276.7911189906563,-0.49256036844888873,97.8755069859062,Africa,0,97.8755069859062
niger058,Akure (Nigeria),5,0.022342027768885792,m,1,1,4,2,1,5,4,723.8852928295274,-0.8106850552227411,272.11470717047257,Africa,0,272.11470717047257
niger058,Akure (Nigeria),5,0.022342027768885792,m,1,1,4,2,1,6,8,1350.8311822890616,-0.20060425123807554,117.16881771093836,Africa,0,117.16881771093836
niger058,Akure (Nigeria),5,0.022342027768885792,m,1,1,4,2,1,7,5,867.2938211806654,-1.376176158918446,196.70617881933455,Africa,0,196.70617881933455
niger058,Akure (Nigeria),5,0.022342027768885792,m,1,1,4,2,1,8,9,1615.085832493027,0.8414094666258458,98.24754153041044,Africa,0,98.24754153041044
niger058,Akure (Nigeria),5,0.022342027768885792,m,1,1,4,2,1,9,10,1678.3658169384066,1.0909362462204764,116.30080903815588,Africa,0,116.30080903815588
niger058,Akure (Nigeria),5,0.022342027768885792,m,1,1,4,2,1,10,3,517.978994067943,0.001248387532387701,14.02100593205705,Africa,0,14.02100593205705
niger058,Akure (Nigeria),5,0.022342027768885792,m,1,1,4,2,1,11,8,1350.8311822890616,-0.20060425123807554,-354.83118228906164,Africa,0,354.83118228906164
niger058,Akure (Nigeria),5,0.022342027768885792,m,1,1,4,2,1,12,1,135.9649088875626,1.5076132400257929,340.0350911124374,Africa,0,340.0350911124374
niger058,Akure (Nigeria),5,0.022342027768885792,m,1,1,4,2,1,13,7,1276.7911189906563,-0.49256036844888873,15.208881009343711,Africa,0,15.208881009343711
niger058,Akure (Nigeria),5,0.022342027768885792,m,1,1,4,2,1,14,2,429.0437695297129,0.35193937404337206,-61.043769529712904,Africa,0,61.043769529712904
niger058,Akure (Nigeria),5,0.022342027768885792,m,1,1,4,2,1,15,9,1615.085832493027,0.8414094666258458,-312.41920651646456,Africa,0,312.41920651646456
niger059,Akure (Nigeria),5,-0.19748165259532802,f,1,1,5,3,0,1,1,108.20986490997343,1.617057431612361,33.123463337096865,Africa,2,33.123463337096865
niger059,Akure (Nigeria),5,-0.19748165259532802,f,1,1,5,3,0,2,3,538.4425422875804,-0.07944384605583346,18.89077070070084,Africa,2,18.89077070070084
niger059,Akure (Nigeria),5,-0.19748165259532802,f,1,1,5,3,0,3,2,316.5449048076493,0.795546932865997,-31.211561301789914,Africa,2,31.211561301789914
niger059,Akure (Nigeria),5,-0.19748165259532802,f,1,1,5,3,0,4,4,766.6188709639775,-0.97919287370441,-569.2855427169072,Africa,2,569.2855427169072
niger059,Akure (Nigeria),5,-0.19748165259532802,f,1,1,5,3,0,5,6,1009.4054345308596,-1.546920437240447,-133.40543453085945,Africa,2,133.40543453085945
niger059,Akure (Nigeria),5,-0.19748165259532802,f,1,1,5,3,0,6,5,796.2888668877429,-1.0961881384525123,73.04444610053838,Africa,2,73.04444610053838
niger059,Akure (Nigeria),5,-0.19748165259532802,f,1,1,5,3,0,7,10,1707.5651397144663,1.2060755440966204,-411.56513971446634,Africa,2,411.56513971446634
niger059,Akure (Nigeria),5,-0.19748165259532802,f,1,1,5,3,0,8,9,1501.6459418147454,0.3940912372266067,-257.64594181474536,Africa,2,257.64594181474536
niger059,Akure (Nigeria),5,-0.19748165259532802,f,1,1,5,3,0,9,7,1197.97467769588,-0.8033507857943653,-35.30805171931752,Africa,2,35.30805171931752
niger059,Akure (Nigeria),5,-0.19748165259532802,f,1,1,5,3,0,10,2,316.5449048076493,0.795546932865997,-71.21157656057898,Africa,2,71.21157656057898
niger059,Akure (Nigeria),5,-0.19748165259532802,f,1,1,5,3,0,11,9,1501.6459418147454,0.3940912372266067,-276.31256779130786,Africa,2,276.31256779130786
niger059,Akure (Nigeria),5,-0.19748165259532802,f,1,1,5,3,0,12,1,108.20986490997343,1.617057431612361,51.79013509002655,Africa,2,51.79013509002655
niger059,Akure (Nigeria),5,-0.19748165259532802,f,1,1,5,3,0,13,8,1380.636201038852,-0.0830765620394124,-228.63620103885205,Africa,2,228.63620103885205
niger059,Akure (Nigeria),5,-0.19748165259532802,f,1,1,5,3,0,14,7,1197.97467769588,-0.8033507857943653,-20.64130367244252,Africa,2,20.64130367244252
niger059,Akure (Nigeria),5,-0.19748165259532802,f,1,1,5,3,0,15,4,766.6188709639775,-0.97919287370441,29.381129036022458,Africa,2,29.381129036022458
niger061,Akure (Nigeria),4,-0.6169924929850488,f,1,0,5,3,1,1,2,390.61231265537526,0.5034829901335557,598.721000332906,Africa,1,598.721000332906
niger061,Akure (Nigeria),4,-0.6169924929850488,f,1,0,5,3,1,2,10,1701.5261299403437,1.1822624114910334,-650.8595039637812,Africa,1,650.8595039637812
niger061,Akure (Nigeria),4,-0.6169924929850488,f,1,0,5,3,1,3,7,1263.9404765084323,-0.543233254392453,-177.27385053187004,Africa,1,177.27385053187004
niger061,Akure (Nigeria),4,-0.6169924929850488,f,1,0,5,3,1,4,8,1430.8136023034988,0.11478387449091021,-368.1469763269363,Africa,1,368.1469763269363
niger061,Akure (Nigeria),4,-0.6169924929850488,f,1,0,5,3,1,5,5,801.9566488157735,-1.1185374386987357,283.376725207664,Africa,1,283.376725207664
niger061,Akure (Nigeria),4,-0.6169924929850488,f,1,0,5,3,1,6,3,545.7170235785237,-0.10812871230002877,446.2829764214763,Africa,1,446.2829764214763
niger061,Akure (Nigeria),4,-0.6169924929850488,f,1,0,5,3,1,7,6,983.4209694960872,-1.649382849904479,3.2457175156315543,Africa,1,3.2457175156315543
niger061,Akure (Nigeria),4,-0.6169924929850488,f,1,0,5,3,1,8,9,1549.7224013088228,0.5836672021547201,-517.7224013088228,Africa,1,517.7224013088228
niger061,Akure (Nigeria),4,-0.6169924929850488,f,1,0,5,3,1,9,1,83.21462252707266,1.7156191236174523,799.4520644846461,Africa,1,799.4520644846461
niger061,Akure (Nigeria),4,-0.6169924929850488,f,1,0,5,3,1,10,7,1263.9404765084323,-0.543233254392453,-237.27385053187004,Africa,1,237.27385053187004
niger061,Akure (Nigeria),4,-0.6169924929850488,f,1,0,5,3,1,11,1,83.21462252707266,1.7156191236174523,928.7853774729274,Africa,1,928.7853774729274
niger061,Akure (Nigeria),4,-0.6169924929850488,f,1,0,5,3,1,12,6,983.4209694960872,-1.649382849904479,-2.0876565078059457,Africa,1,2.0876565078059457
niger061,Akure (Nigeria),4,-0.6169924929850488,f,1,0,5,3,1,13,3,545.7170235785237,-0.10812871230002877,308.94966343319504,Africa,1,308.94966343319504
niger061,Akure (Nigeria),4,-0.6169924929850488,f,1,0,5,3,1,14,9,1549.7224013088228,0.5836672021547201,-629.7224013088228,Africa,1,629.7224013088228
niger061,Akure (Nigeria),4,-0.6169924929850488,f,1,0,5,3,1,15,4,783.4427051244696,-1.0455329209609836,180.55729487553037,Africa,1,180.55729487553037
niger062,Akure (Nigeria),6,0.3378141797419559,f,1,1,4,2,0,1,7,1225.88201076609,-0.6933060851023968,-171.21538478952743,Africa,1,171.21538478952743
niger062,Akure (Nigeria),6,0.3378141797419559,f,1,1,4,2,0,2,2,357.05355622427163,0.6358124856738362,601.6131307874471,Africa,1,601.6131307874471
niger062,Akure (Nigeria),6,0.3378141797419559,f,1,1,4,2,0,3,10,1836.9326780132249,1.7161999617730723,-783.5993039897871,Africa,1,783.5993039897871
niger062,Akure (Nigeria),6,0.3378141797419559,f,1,1,4,2,0,4,1,100.49404209754832,1.6474826037292893,972.8393319258892,Africa,1,972.8393319258892
niger062,Akure (Nigeria),6,0.3378141797419559,f,1,1,4,2,0,5,6,1088.8625411749426,-1.2336037366979764,-110.19585416322388,Africa,1,110.19585416322388
niger062,Akure (Nigeria),6,0.3378141797419559,f,1,1,4,2,0,6,5,819.9807375210358,-1.189610351392545,162.6859494906829,Africa,1,162.6859494906829
niger062,Akure (Nigeria),6,0.3378141797419559,f,1,1,4,2,0,7,3,574.2964936642359,-0.2208237958325522,429.70350633576413,Africa,1,429.70350633576413
niger062,Akure (Nigeria),6,0.3378141797419559,f,1,1,4,2,0,8,4,770.4129599316947,-0.9941537939686548,273.5870400683053,Africa,1,273.5870400683053
niger062,Akure (Nigeria),6,0.3378141797419559,f,1,1,4,2,0,9,8,1456.9903938171894,0.21800467240639088,-479.6570808289082,Africa,1,479.6570808289082
niger062,Akure (Nigeria),6,0.3378141797419559,f,1,1,4,2,0,10,3,574.2964936642359,-0.2208237958325522,388.3701933474829,Africa,1,388.3701933474829
niger062,Akure (Nigeria),6,0.3378141797419559,f,1,1,4,2,0,11,4,770.4129599316947,-0.9941537939686548,230.92035305658655,Africa,1,230.92035305658655
niger062,Akure (Nigeria),6,0.3378141797419559,f,1,1,4,2,0,12,10,1836.9326780132249,1.7161999617730723,-795.5993039897871,Africa,1,795.5993039897871
niger062,Akure (Nigeria),6,0.3378141797419559,f,1,1,4,2,0,13,1,100.49404209754832,1.6474826037292893,912.8392708907328,Africa,1,912.8392708907328
niger062,Akure (Nigeria),6,0.3378141797419559,f,1,1,4,2,0,14,6,1088.8625411749426,-1.2336037366979764,433.80408480161987,Africa,1,433.80408480161987
niger062,Akure (Nigeria),6,0.3378141797419559,f,1,1,4,2,0,15,5,819.9807375210358,-1.189610351392545,-290.6474245327546,Africa,1,290.6474245327546
niger063,Akure (Nigeria),6,0.6784569821384094,f,1,1,6,3,0,1,1,190.4881602077156,1.2926161689267996,746.8451527805656,Africa,2,746.8451527805656
niger063,Akure (Nigeria),6,0.6784569821384094,f,1,1,6,3,0,2,2,359.8934090096629,0.6246143267888072,648.106590990337,Africa,2,648.106590990337
niger063,Akure (Nigeria),6,0.6784569821384094,f,1,1,6,3,0,3,5,858.3810267024714,-1.3410310664721579,68.2856603092473,Africa,2,68.2856603092473
niger063,Akure (Nigeria),6,0.6784569821384094,f,1,1,6,3,0,4,10,1672.5064502501525,1.067831485481382,-705.8397632384338,Africa,2,705.8397632384338
niger063,Akure (Nigeria),6,0.6784569821384094,f,1,1,6,3,0,5,3,528.1259398837815,-0.038763232798095355,426.54074712793727,Africa,2,426.54074712793727
