subjid,community,age_group,ageinyears,sex,screen,touchscreen,household,children,younger_children,trialnr,targetposition,targetcenterx,targetcentralityx,clickdistfromtargetcenterx,continent,older_children,click
z20230004,Chimfunshi (Sambia),7,1.478883665601997,f,0,0,6,4,2,6,2,295.6663358960989,0.8778756835555708,497.6669770921824,Africa,1,497.6669770921824
z20230004,Chimfunshi (Sambia),7,1.478883665601997,f,0,0,6,4,2,7,9,1556.1009474546152,0.608819200724333,-284.10094745461515,Africa,1,284.10094745461515
z20230004,Chimfunshi (Sambia),7,1.478883665601997,f,0,0,6,4,2,8,3,535.1252449576639,-0.06636301920439171,236.87475504233612,Africa,1,236.87475504233612
z20230004,Chimfunshi (Sambia),7,1.478883665601997,f,0,0,6,4,2,9,10,1681.795510374713,1.1044602754322272,-417.7955103747134,Africa,1,417.7955103747134
z20230004,Chimfunshi (Sambia),7,1.478883665601997,f,0,0,6,4,2,10,1,103.16491337653385,1.636950775777715,670.1683996117474,Africa,1,670.1683996117474
z20230004,Chimfunshi (Sambia),7,1.478883665601997,f,0,0,6,4,2,11,9,1556.1009474546152,0.608819200724333,-356.10094745461515,Africa,1,356.10094745461515
z20230004,Chimfunshi (Sambia),7,1.478883665601997,f,0,0,6,4,2,12,10,1681.795510374713,1.1044602754322272,-345.79551037471333,Africa,1,345.79551037471333
z20230004,Chimfunshi (Sambia),7,1.478883665601997,f,0,0,6,4,2,13,5,806.4903667952841,-1.136414877464449,197.5096332047159,Africa,1,197.5096332047159
z20230004,Chimfunshi (Sambia),7,1.478883665601997,f,0,0,6,4,2,14,7,1140.2873712229048,-1.0308244164194598,1.046002800532733,Africa,1,1.046002800532733
z20230004,Chimfunshi (Sambia),7,1.478883665601997,f,0,0,6,4,2,15,8,1393.489546581778,-0.03239301733798038,-124.1561725583406,Africa,1,124.1561725583406
z20230005,Chimfunshi (Sambia),6,0.6935593723924393,f,1,0,8,6,2,1,4,634.1862206969947,-0.45698205105754947,-175.5195642028541,Africa,3,175.5195642028541
z20230005,Chimfunshi (Sambia),6,0.6935593723924393,f,1,0,8,6,2,2,10,1835.0341027581944,1.7087134654763696,-103.03410275819442,Africa,3,103.03410275819442
z20230005,Chimfunshi (Sambia),6,0.6935593723924393,f,1,0,8,6,2,3,1,199.29039559716136,1.2579070350796173,164.70960440283864,Africa,3,164.70960440283864
z20230005,Chimfunshi (Sambia),6,0.6935593723924393,f,1,0,8,6,2,4,6,999.9491884552556,-1.584208477858354,-65.28250144353672,Africa,3,65.28250144353672
z20230005,Chimfunshi (Sambia),6,0.6935593723924393,f,1,0,8,6,2,5,9,1547.4594418416095,0.5747438594397057,128.54055815839047,Africa,3,128.54055815839047
z20230005,Chimfunshi (Sambia),6,0.6935593723924393,f,1,0,8,6,2,6,8,1369.2474310230298,-0.127984966023692,117.41919495353272,Africa,3,117.41919495353272
z20230005,Chimfunshi (Sambia),6,0.6935593723924393,f,1,0,8,6,2,7,2,346.75117590458234,0.6764370181521919,-32.084519410441715,Africa,3,32.084519410441715
z20230005,Chimfunshi (Sambia),6,0.6935593723924393,f,1,0,8,6,2,8,5,865.386934171363,-1.3686568875619118,103.94637881691824,Africa,3,103.94637881691824
z20230005,Chimfunshi (Sambia),6,0.6935593723924393,f,1,0,8,6,2,9,7,1232.6854579291366,-0.6664786091537799,304.64791609430085,Africa,3,304.64791609430085
z20230005,Chimfunshi (Sambia),6,0.6935593723924393,f,1,0,8,6,2,10,9,1547.4594418416095,0.5747438594397057,139.20718413495297,Africa,3,139.20718413495297
z20230005,Chimfunshi (Sambia),6,0.6935593723924393,f,1,0,8,6,2,11,6,999.9491884552556,-1.584208477858354,56.05081154474453,Africa,3,56.05081154474453
z20230005,Chimfunshi (Sambia),6,0.6935593723924393,f,1,0,8,6,2,12,7,1232.6854579291366,-0.6664786091537799,163.31454207086335,Africa,3,163.31454207086335
z20230005,Chimfunshi (Sambia),6,0.6935593723924393,f,1,0,8,6,2,13,2,346.75117590458234,0.6764370181521919,-126.75117590458234,Africa,3,126.75117590458234
z20230005,Chimfunshi (Sambia),6,0.6935593723924393,f,1,0,8,6,2,14,1,199.29039559716136,1.2579070350796173,-53.95706735009105,Africa,3,53.95706735009105
z20230005,Chimfunshi (Sambia),6,0.6935593723924393,f,1,0,8,6,2,15,10,1835.0341027581944,1.7087134654763696,-213.70072873475692,Africa,3,213.70072873475692
z20230006,Chimfunshi (Sambia),7,1.2708062887686953,f,1,1,6,3,1,1,3,598.3297294800284,-0.31559208613656337,-4.996416491747141,Africa,1,4.996416491747141
z20230006,Chimfunshi (Sambia),7,1.2708062887686953,f,1,1,6,3,1,2,6,994.2184915068513,-1.6068058657512407,-24.88517851857,Africa,1,24.88517851857
z20230006,Chimfunshi (Sambia),7,1.2708062887686953,f,1,1,6,3,1,3,8,1352.1991155868452,-0.19521019190813316,103.8008844131548,Africa,1,103.8008844131548
z20230006,Chimfunshi (Sambia),7,1.2708062887686953,f,1,1,6,3,1,4,1,81.92937144799927,1.7206871489266005,415.4039720578601,Africa,1,415.4039720578601
